image_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,make,make_id,class_name,class_id
03097.jpg,19,241,1576,1129,HUMMER,28,HUMMER H2 SUT Crew Cab 2009,125
03098.jpg,36,115,415,294,Geo,5,Geo Metro Convertible 1993,123
03099.jpg,51,43,577,378,Ford,4,Ford E-Series Wagon Van 2012,116
03100.jpg,111,140,408,262,Honda,30,Honda Accord Sedan 2012,129
03101.jpg,66,68,512,289,Aston,29,Aston Martin Virage Convertible 2012,10
03102.jpg,14,135,605,445,Acura,1,Acura TL Type-S 2008,4
03103.jpg,23,46,284,189,Audi,0,Audi S4 Sedan 2012,23
03104.jpg,105,58,837,370,Cadillac,27,Cadillac CTS-V Sedan 2012,51
03105.jpg,10,15,276,202,Dodge,2,Dodge Durango SUV 2007,95
03106.jpg,44,92,603,387,Chrysler,13,Chrysler Sebring Convertible 2010,77
03107.jpg,33,91,468,314,Mercedes-Benz,31,Mercedes-Benz C-Class Sedan 2012,162
03108.jpg,54,114,359,267,Ford,4,Ford Expedition EL SUV 2009,109
03109.jpg,36,62,267,176,Toyota,9,Toyota Sequoia SUV 2012,186
03110.jpg,151,172,909,627,Dodge,2,Dodge Durango SUV 2007,95
03111.jpg,17,36,778,481,BMW,14,BMW M5 Sedan 2010,35
03112.jpg,119,186,507,381,Nissan,16,Nissan Leaf Hatchback 2012,168
03113.jpg,28,61,409,266,Toyota,9,Toyota Corolla Sedan 2012,188
03114.jpg,71,28,491,359,Volvo,10,Volvo C30 Hatchback 2012,193
03115.jpg,67,31,212,147,BMW,14,BMW Z4 Convertible 2012,38
03116.jpg,3,89,374,254,Jeep,26,Jeep Grand Cherokee SUV 2012,148
03117.jpg,71,183,432,308,Chevrolet,7,Chevrolet Silverado 1500 Extended Cab 2012,74
03118.jpg,20,19,243,175,Ford,4,Ford Ranger SuperCab 2011,111
03119.jpg,11,51,629,408,Audi,0,Audi S4 Sedan 2007,24
03120.jpg,11,21,248,172,Ford,4,Ford E-Series Wagon Van 2012,116
03121.jpg,9,28,300,213,Audi,0,Audi TT RS Coupe 2012,25
03122.jpg,37,93,427,298,Lamborghini,41,Lamborghini Gallardo LP 570-4 Superleggera 2012,152
03123.jpg,24,20,429,278,HUMMER,28,HUMMER H3T Crew Cab 2010,124
03124.jpg,193,209,1347,875,Mitsubishi,6,Mitsubishi Lancer Sedan 2012,167
03125.jpg,35,64,989,598,Nissan,16,Nissan Juke Hatchback 2012,170
03126.jpg,75,143,397,279,Infiniti,22,Infiniti QX56 SUV 2011,142
03127.jpg,25,56,450,316,Acura,1,Acura TSX Sedan 2012,5
03128.jpg,1,19,500,359,McLaren,37,McLaren MP4-12C Coupe 2012,160
03129.jpg,65,44,821,340,Dodge,2,Dodge Durango SUV 2007,95
03130.jpg,26,206,1001,517,Chevrolet,7,Chevrolet Monte Carlo Coupe 2007,72
03131.jpg,21,70,624,435,GMC,15,GMC Yukon Hybrid SUV 2012,120
03132.jpg,45,14,261,191,Dodge,2,Dodge Dakota Crew Cab 2010,90
03133.jpg,14,6,263,173,Hyundai,3,Hyundai Santa Fe SUV 2012,131
03134.jpg,20,74,562,370,GMC,15,GMC Acadia SUV 2012,121
03135.jpg,61,16,393,204,Chevrolet,7,Chevrolet Tahoe Hybrid SUV 2012,62
03136.jpg,45,41,286,141,Honda,30,Honda Accord Coupe 2012,128
03137.jpg,358,128,551,273,Nissan,16,Nissan NV Passenger Van 2012,169
03138.jpg,8,51,342,212,Buick,8,Buick Rainier SUV 2007,48
03139.jpg,173,307,1083,617,Audi,0,Audi R8 Coupe 2012,15
03140.jpg,125,47,551,393,Jeep,26,Jeep Grand Cherokee SUV 2012,148
03141.jpg,66,123,523,395,Volkswagen,12,Volkswagen Golf Hatchback 1991,191
03142.jpg,105,47,961,660,Hyundai,3,Hyundai Tucson SUV 2012,132
03143.jpg,1,28,260,132,GMC,15,GMC Terrain SUV 2012,118
03144.jpg,130,157,938,537,Chevrolet,7,Chevrolet Cobalt SS 2010,66
03145.jpg,12,60,396,312,Ford,4,Ford Ranger SuperCab 2011,111
03146.jpg,18,57,478,274,Ford,4,Ford Edge SUV 2012,110
03147.jpg,34,48,471,274,Hyundai,3,Hyundai Veloster Hatchback 2012,130
03148.jpg,36,129,471,328,Suzuki,17,Suzuki Aerio Sedan 2007,181
03149.jpg,133,176,2208,1603,Bentley,25,Bentley Continental Flying Spur Sedan 2007,44
03150.jpg,41,4,259,190,GMC,15,GMC Terrain SUV 2012,118
03151.jpg,160,132,908,559,Ford,4,Ford GT Coupe 2006,112
03152.jpg,48,41,511,237,Acura,1,Acura TL Sedan 2012,3
03153.jpg,51,114,433,296,Spyker,18,Spyker C8 Convertible 2009,179
03154.jpg,71,169,593,447,Chevrolet,7,Chevrolet Traverse SUV 2012,58
03155.jpg,28,154,435,378,GMC,15,GMC Yukon Hybrid SUV 2012,120
03156.jpg,59,71,549,349,Chevrolet,7,Chevrolet Tahoe Hybrid SUV 2012,62
03157.jpg,28,180,988,694,Audi,0,Audi S6 Sedan 2011,20
03158.jpg,16,147,377,287,Chevrolet,7,Chevrolet Express Van 2007,71
03159.jpg,9,3,273,166,FIAT,40,FIAT 500 Convertible 2012,100
03160.jpg,17,135,589,439,Dodge,2,Dodge Charger SRT-8 2009,97
03161.jpg,2,1,639,475,Scion,34,Scion xD Hatchback 2012,178
03162.jpg,100,360,1172,825,BMW,14,BMW 1 Series Convertible 2012,27
03163.jpg,62,243,941,610,Chevrolet,7,Chevrolet Cobalt SS 2010,66
03164.jpg,40,49,281,182,Buick,8,Buick Rainier SUV 2007,48
03165.jpg,30,26,589,373,Acura,1,Acura TL Type-S 2008,4
03166.jpg,1,87,791,430,GMC,15,GMC Canyon Extended Cab 2012,122
03167.jpg,44,30,412,199,Audi,0,Audi RS 4 Convertible 2008,12
03168.jpg,72,139,532,331,Buick,8,Buick Verano Sedan 2012,49
03169.jpg,84,13,562,311,Acura,1,Acura TL Sedan 2012,3
03170.jpg,31,193,769,520,Suzuki,17,Suzuki Aerio Sedan 2007,181
03171.jpg,97,101,495,369,Dodge,2,Dodge Ram Pickup 3500 Crew Cab 2010,86
03172.jpg,21,38,579,418,Daewoo,47,Daewoo Nubira Wagon 2002,82
03173.jpg,50,163,983,552,Maybach,44,Maybach Landaulet Convertible 2012,158
03174.jpg,213,209,1193,685,BMW,14,BMW M6 Convertible 2010,36
03175.jpg,46,132,620,386,Bentley,25,Bentley Continental GT Coupe 2007,43
03176.jpg,25,19,281,142,Ford,4,Ford F-450 Super Duty Crew Cab 2012,106
03177.jpg,105,84,651,472,Volvo,10,Volvo C30 Hatchback 2012,193
03178.jpg,1,1,500,214,BMW,14,BMW 6 Series Convertible 2007,31
03179.jpg,196,113,1563,1118,Jeep,26,Jeep Compass SUV 2012,149
03180.jpg,81,167,1344,984,BMW,14,BMW X5 SUV 2007,32
03181.jpg,28,39,473,324,BMW,14,BMW M3 Coupe 2012,34
03182.jpg,82,124,739,437,FIAT,40,FIAT 500 Convertible 2012,100
03183.jpg,68,175,784,492,Infiniti,22,Infiniti G Coupe IPL 2012,141
03184.jpg,88,158,746,395,Aston,29,Aston Martin Virage Coupe 2012,11
03185.jpg,673,981,4278,2553,Chevrolet,7,Chevrolet Corvette ZR1 2012,56
03186.jpg,48,69,573,379,Scion,34,Scion xD Hatchback 2012,178
03187.jpg,66,39,576,446,Dodge,2,Dodge Journey SUV 2012,89
03188.jpg,57,1,567,375,Volvo,10,Volvo C30 Hatchback 2012,193
03189.jpg,7,46,195,148,GMC,15,GMC Acadia SUV 2012,121
03190.jpg,184,493,1666,1027,Mercedes-Benz,31,Mercedes-Benz S-Class Sedan 2012,165
03191.jpg,4,7,299,124,Acura,1,Acura TSX Sedan 2012,5
03192.jpg,328,325,1540,1090,Ford,4,Ford GT Coupe 2006,112
03193.jpg,26,55,355,223,GMC,15,GMC Savana Van 2012,119
03194.jpg,181,253,1501,895,Chrysler,13,Chrysler Sebring Convertible 2010,77
03195.jpg,33,95,621,383,Chevrolet,7,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,54
03196.jpg,170,93,524,345,FIAT,40,FIAT 500 Convertible 2012,100
03197.jpg,87,101,284,207,Jeep,26,Jeep Grand Cherokee SUV 2012,148
03198.jpg,34,36,266,182,Chrysler,13,Chrysler Aspen SUV 2009,76
03199.jpg,364,372,953,820,BMW,14,BMW 1 Series Convertible 2012,27
03200.jpg,590,243,1455,829,Nissan,16,Nissan Leaf Hatchback 2012,168
03201.jpg,134,162,502,354,Rolls-Royce,23,Rolls-Royce Ghost Sedan 2012,176
03202.jpg,38,129,1765,1002,Honda,30,Honda Odyssey Minivan 2007,127
03203.jpg,51,180,976,627,Audi,0,Audi R8 Coupe 2012,15
03204.jpg,55,109,957,702,Mercedes-Benz,31,Mercedes-Benz Sprinter Van 2012,166
03205.jpg,119,68,445,301,Dodge,2,Dodge Caliber Wagon 2012,83
03206.jpg,138,45,602,287,Audi,0,Audi S4 Sedan 2012,23
03207.jpg,13,67,284,154,Dodge,2,Dodge Magnum Wagon 2008,92
03208.jpg,114,114,682,382,Aston,29,Aston Martin Virage Coupe 2012,11
03209.jpg,7,131,424,323,Land,19,Land Rover LR2 SUV 2012,155
03210.jpg,40,153,715,444,Dodge,2,Dodge Ram Pickup 3500 Quad Cab 2009,87
03211.jpg,169,199,1405,820,Chevrolet,7,Chevrolet Corvette Convertible 2012,55
03212.jpg,8,78,231,160,Suzuki,17,Suzuki Aerio Sedan 2007,181
03213.jpg,79,45,493,316,Mercedes-Benz,31,Mercedes-Benz SL-Class Coupe 2009,163
03214.jpg,7,12,287,135,BMW,14,BMW 3 Series Wagon 2012,30
03215.jpg,25,140,537,329,Audi,0,Audi R8 Coupe 2012,15
03216.jpg,72,1,578,349,Chevrolet,7,Chevrolet Malibu Sedan 2007,73
03217.jpg,3,152,996,766,Chevrolet,7,Chevrolet Impala Sedan 2007,61
03218.jpg,75,1,738,470,Mercedes-Benz,31,Mercedes-Benz Sprinter Van 2012,166
03219.jpg,148,803,3159,1819,Ford,4,Ford GT Coupe 2006,112
03220.jpg,31,25,252,167,Dodge,2,Dodge Ram Pickup 3500 Crew Cab 2010,86
03221.jpg,112,13,690,391,Audi,0,Audi A5 Coupe 2012,13
03222.jpg,4,4,232,147,Chevrolet,7,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,54
03223.jpg,1,1,300,103,Ford,4,Ford Ranger SuperCab 2011,111
03224.jpg,65,478,1514,989,Volvo,10,Volvo C30 Hatchback 2012,193
03225.jpg,36,107,986,721,Ford,4,Ford Fiesta Sedan 2012,117
03226.jpg,37,460,1901,1066,Audi,0,Audi S5 Coupe 2012,22
03227.jpg,79,13,575,290,Volvo,10,Volvo 240 Sedan 1993,194
03228.jpg,22,8,607,434,Dodge,2,Dodge Durango SUV 2012,94
03229.jpg,84,89,564,435,Ford,4,Ford Fiesta Sedan 2012,117
03230.jpg,36,122,3433,1518,Mitsubishi,6,Mitsubishi Lancer Sedan 2012,167
03231.jpg,61,169,518,343,Chevrolet,7,Chevrolet Monte Carlo Coupe 2007,72
03232.jpg,90,42,340,265,Ford,4,Ford Expedition EL SUV 2009,109
03233.jpg,7,14,294,174,Audi,0,Audi A5 Coupe 2012,13
03234.jpg,44,24,322,228,Daewoo,47,Daewoo Nubira Wagon 2002,82
03235.jpg,28,26,394,244,Lamborghini,41,Lamborghini Reventon Coupe 2008,150
03236.jpg,70,15,886,571,Chevrolet,7,Chevrolet HHR SS 2010,60
03237.jpg,57,30,587,455,BMW,14,BMW X6 SUV 2012,33
03238.jpg,62,149,560,323,Acura,1,Acura TL Type-S 2008,4
03239.jpg,39,144,766,532,Aston,29,Aston Martin V8 Vantage Coupe 2012,9
03240.jpg,3,7,257,101,Ford,4,Ford F-450 Super Duty Crew Cab 2012,106
03241.jpg,45,79,795,507,Acura,1,Acura TL Type-S 2008,4
03242.jpg,65,60,439,268,Chevrolet,7,Chevrolet Cobalt SS 2010,66
03243.jpg,51,71,588,375,Acura,1,Acura TL Type-S 2008,4
03244.jpg,157,138,731,596,BMW,14,BMW X5 SUV 2007,32
03245.jpg,11,53,1001,702,Bentley,25,Bentley Continental GT Coupe 2007,43
03246.jpg,10,199,492,505,Ford,4,Ford Edge SUV 2012,110
03247.jpg,95,130,988,685,HUMMER,28,HUMMER H2 SUT Crew Cab 2009,125
03248.jpg,92,64,256,158,Rolls-Royce,23,Rolls-Royce Phantom Sedan 2012,177
03249.jpg,37,104,382,268,Chrysler,13,Chrysler PT Cruiser Convertible 2008,81
03250.jpg,366,163,602,301,Rolls-Royce,23,Rolls-Royce Ghost Sedan 2012,176
03251.jpg,69,174,444,338,Chevrolet,7,Chevrolet Cobalt SS 2010,66
03252.jpg,15,116,445,365,Dodge,2,Dodge Caravan Minivan 1997,85
03253.jpg,11,23,248,172,Audi,0,Audi 100 Sedan 1994,17
03254.jpg,201,154,447,304,BMW,14,BMW 3 Series Sedan 2012,29
03255.jpg,154,120,1051,783,Jeep,26,Jeep Compass SUV 2012,149
03256.jpg,383,797,2407,1754,Hyundai,3,Hyundai Azera Sedan 2012,140
03257.jpg,39,18,522,379,Spyker,18,Spyker C8 Convertible 2009,179
03258.jpg,83,82,539,374,McLaren,37,McLaren MP4-12C Coupe 2012,160
03259.jpg,136,181,1133,719,Spyker,18,Spyker C8 Coupe 2009,180
03260.jpg,35,57,751,472,Hyundai,3,Hyundai Veracruz SUV 2012,133
03261.jpg,4,31,259,146,Chevrolet,7,Chevrolet Silverado 1500 Classic Extended Cab 2007,70
03262.jpg,38,13,178,111,Maybach,44,Maybach Landaulet Convertible 2012,158
03263.jpg,72,89,568,274,Nissan,16,Nissan Leaf Hatchback 2012,168
03264.jpg,163,319,1588,1027,Eagle,46,Eagle Talon Hatchback 1998,98
03265.jpg,33,150,619,409,Acura,1,Acura Integra Type R 2001,6
03266.jpg,36,85,476,246,Hyundai,3,Hyundai Sonata Hybrid Sedan 2012,134
03267.jpg,16,115,445,269,Acura,1,Acura RL Sedan 2012,2
03268.jpg,43,128,409,284,Dodge,2,Dodge Caliber Wagon 2007,84
03269.jpg,35,75,351,212,Audi,0,Audi S4 Sedan 2007,24
03270.jpg,167,147,478,325,Eagle,46,Eagle Talon Hatchback 1998,98
03271.jpg,7,26,392,225,Toyota,9,Toyota Sequoia SUV 2012,186
03272.jpg,203,191,1278,812,Eagle,46,Eagle Talon Hatchback 1998,98
03273.jpg,17,70,527,294,Bentley,25,Bentley Arnage Sedan 2009,40
03274.jpg,37,53,546,315,Hyundai,3,Hyundai Tucson SUV 2012,132
03275.jpg,18,28,422,280,Isuzu,33,Isuzu Ascender SUV 2008,143
03276.jpg,4,14,499,305,smart,39,smart fortwo Convertible 2012,196
03277.jpg,545,333,1496,977,Hyundai,3,Hyundai Azera Sedan 2012,140
03278.jpg,210,257,2274,1379,Bugatti,38,Bugatti Veyron 16.4 Coupe 2009,46
03279.jpg,81,127,1539,1344,Hyundai,3,Hyundai Tucson SUV 2012,132
03280.jpg,31,20,592,352,Dodge,2,Dodge Caliber Wagon 2007,84
03281.jpg,38,29,615,445,Toyota,9,Toyota 4Runner SUV 2012,189
03282.jpg,50,48,611,453,Chrysler,13,Chrysler 300 SRT-8 2010,79
03283.jpg,37,65,612,367,Audi,0,Audi R8 Coupe 2012,15
03284.jpg,52,267,544,526,Suzuki,17,Suzuki SX4 Hatchback 2012,183
03285.jpg,80,121,581,329,Bentley,25,Bentley Mulsanne Sedan 2011,41
03286.jpg,83,67,504,309,Mercedes-Benz,31,Mercedes-Benz Sprinter Van 2012,166
03287.jpg,88,1,588,316,Buick,8,Buick Rainier SUV 2007,48
03288.jpg,18,86,571,324,BMW,14,BMW M5 Sedan 2010,35
03289.jpg,172,227,644,432,Audi,0,Audi TTS Coupe 2012,14
03290.jpg,30,87,963,629,Hyundai,3,Hyundai Genesis Sedan 2012,137
03291.jpg,217,151,596,423,Chevrolet,7,Chevrolet Corvette ZR1 2012,56
03292.jpg,125,39,624,442,Hyundai,3,Hyundai Tucson SUV 2012,132
03293.jpg,23,34,405,243,FIAT,40,FIAT 500 Convertible 2012,100
03294.jpg,57,17,484,335,BMW,14,BMW M3 Coupe 2012,34
03295.jpg,1,92,714,575,Dodge,2,Dodge Dakota Club Cab 2007,91
03296.jpg,76,197,730,419,Nissan,16,Nissan 240SX Coupe 1998,171
03297.jpg,111,260,636,524,McLaren,37,McLaren MP4-12C Coupe 2012,160
03298.jpg,6,34,298,210,BMW,14,BMW M5 Sedan 2010,35
03299.jpg,28,37,233,156,Bentley,25,Bentley Mulsanne Sedan 2011,41
03300.jpg,41,164,619,383,Volkswagen,12,Volkswagen Golf Hatchback 1991,191
03301.jpg,1,32,767,688,Nissan,16,Nissan 240SX Coupe 1998,171
03302.jpg,49,40,565,401,Mercedes-Benz,31,Mercedes-Benz S-Class Sedan 2012,165
03303.jpg,23,145,603,410,Land,19,Land Rover LR2 SUV 2012,155
03304.jpg,228,140,831,412,Chevrolet,7,Chevrolet Sonic Sedan 2012,63
03305.jpg,11,24,630,374,Dodge,2,Dodge Ram Pickup 3500 Quad Cab 2009,87
03306.jpg,24,43,398,325,Ford,4,Ford Edge SUV 2012,110
03307.jpg,72,53,317,207,Volvo,10,Volvo XC90 SUV 2007,195
03308.jpg,33,148,598,368,Acura,1,Acura ZDX Hatchback 2012,7
03309.jpg,7,151,1015,644,GMC,15,GMC Canyon Extended Cab 2012,122
03310.jpg,30,90,764,540,Spyker,18,Spyker C8 Convertible 2009,179
03311.jpg,22,142,474,326,Aston,29,Aston Martin V8 Vantage Convertible 2012,8
03312.jpg,40,183,548,368,Ford,4,Ford Ranger SuperCab 2011,111
03313.jpg,21,55,283,223,Audi,0,Audi A5 Coupe 2012,13
03314.jpg,12,168,612,347,Audi,0,Audi V8 Sedan 1994,16
03315.jpg,38,54,593,431,Daewoo,47,Daewoo Nubira Wagon 2002,82
03316.jpg,300,221,685,418,Acura,1,Acura ZDX Hatchback 2012,7
03317.jpg,32,32,438,394,Acura,1,Acura RL Sedan 2012,2
03318.jpg,102,84,534,440,GMC,15,GMC Savana Van 2012,119
03319.jpg,19,35,242,174,HUMMER,28,HUMMER H2 SUT Crew Cab 2009,125
03320.jpg,24,53,241,151,Chevrolet,7,Chevrolet Silverado 2500HD Regular Cab 2012,69
03321.jpg,8,59,498,266,Audi,0,Audi V8 Sedan 1994,16
03322.jpg,18,16,288,201,Honda,30,Honda Odyssey Minivan 2007,127
03323.jpg,111,209,934,501,Lamborghini,41,Lamborghini Aventador Coupe 2012,151
03324.jpg,74,97,648,393,Chevrolet,7,Chevrolet Camaro Convertible 2012,59
03325.jpg,185,116,920,485,Mercedes-Benz,31,Mercedes-Benz S-Class Sedan 2012,165
03326.jpg,32,28,730,512,Mitsubishi,6,Mitsubishi Lancer Sedan 2012,167
03327.jpg,53,142,385,250,BMW,14,BMW M6 Convertible 2010,36
03328.jpg,46,16,368,300,Dodge,2,Dodge Sprinter Cargo Van 2009,88
03329.jpg,13,55,618,435,Dodge,2,Dodge Ram Pickup 3500 Quad Cab 2009,87
03330.jpg,130,277,1267,859,Bugatti,38,Bugatti Veyron 16.4 Coupe 2009,46
03331.jpg,10,7,964,491,Chrysler,13,Chrysler PT Cruiser Convertible 2008,81
03332.jpg,1,70,487,320,Honda,30,Honda Odyssey Minivan 2007,127
03333.jpg,16,37,219,168,Rolls-Royce,23,Rolls-Royce Phantom Sedan 2012,177
03334.jpg,14,81,615,420,Plymouth,11,Plymouth Neon Coupe 1999,172
03335.jpg,120,105,528,310,Bentley,25,Bentley Continental GT Coupe 2012,42
03336.jpg,26,116,433,275,Dodge,2,Dodge Caravan Minivan 1997,85
03337.jpg,3,1,497,225,Toyota,9,Toyota Sequoia SUV 2012,186
03338.jpg,288,198,1645,874,Mitsubishi,6,Mitsubishi Lancer Sedan 2012,167
03339.jpg,82,177,969,659,BMW,14,BMW X3 SUV 2012,37
03340.jpg,43,164,997,663,Dodge,2,Dodge Charger Sedan 2012,96
03341.jpg,13,38,236,192,smart,39,smart fortwo Convertible 2012,196
03342.jpg,31,99,412,232,Cadillac,27,Cadillac CTS-V Sedan 2012,51
03343.jpg,57,77,595,379,Chevrolet,7,Chevrolet Malibu Sedan 2007,73
03344.jpg,24,28,416,289,Audi,0,Audi S6 Sedan 2011,20
03345.jpg,96,159,427,329,Volvo,10,Volvo 240 Sedan 1993,194
03346.jpg,34,88,968,640,Nissan,16,Nissan Leaf Hatchback 2012,168
03347.jpg,152,115,469,227,BMW,14,BMW Z4 Convertible 2012,38
03348.jpg,7,30,253,167,GMC,15,GMC Acadia SUV 2012,121
03349.jpg,26,104,632,392,Audi,0,Audi TT RS Coupe 2012,25
03350.jpg,38,42,263,147,Ferrari,20,Ferrari 458 Italia Coupe 2012,104
03351.jpg,104,145,1203,765,Chevrolet,7,Chevrolet Sonic Sedan 2012,63
03352.jpg,40,81,394,227,Chevrolet,7,Chevrolet Malibu Hybrid Sedan 2010,67
03353.jpg,20,89,444,256,Buick,8,Buick Verano Sedan 2012,49
03354.jpg,81,68,612,414,Land,19,Land Rover LR2 SUV 2012,155
03355.jpg,10,12,256,175,Chevrolet,7,Chevrolet Malibu Hybrid Sedan 2010,67
03356.jpg,51,197,937,563,Volkswagen,12,Volkswagen Beetle Hatchback 2012,192
03357.jpg,19,14,434,259,Spyker,18,Spyker C8 Convertible 2009,179
03358.jpg,8,159,466,357,Suzuki,17,Suzuki Aerio Sedan 2007,181
03359.jpg,17,42,469,344,Chevrolet,7,Chevrolet Silverado 2500HD Regular Cab 2012,69
03360.jpg,98,163,747,495,BMW,14,BMW ActiveHybrid 5 Sedan 2012,26
03361.jpg,32,60,626,410,BMW,14,BMW X3 SUV 2012,37
03362.jpg,75,5,552,353,Jeep,26,Jeep Compass SUV 2012,149
03363.jpg,167,267,763,623,Dodge,2,Dodge Sprinter Cargo Van 2009,88
03364.jpg,22,63,441,259,HUMMER,28,HUMMER H2 SUT Crew Cab 2009,125
03365.jpg,40,91,1504,983,Geo,5,Geo Metro Convertible 1993,123
03366.jpg,70,61,720,537,Toyota,9,Toyota Sequoia SUV 2012,186
03367.jpg,32,125,762,503,Audi,0,Audi S6 Sedan 2011,20
03368.jpg,25,42,552,326,Rolls-Royce,23,Rolls-Royce Phantom Sedan 2012,177
03369.jpg,154,313,963,623,MINI,48,MINI Cooper Roadster Convertible 2012,157
03370.jpg,187,235,934,604,BMW,14,BMW 6 Series Convertible 2007,31
03371.jpg,5,115,545,338,Chrysler,13,Chrysler Aspen SUV 2009,76
03372.jpg,13,80,288,178,Buick,8,Buick Regal GS 2012,47
03373.jpg,26,56,389,248,Chrysler,13,Chrysler Sebring Convertible 2010,77
03374.jpg,56,99,392,239,Mercedes-Benz,31,Mercedes-Benz C-Class Sedan 2012,162
03375.jpg,147,38,897,696,GMC,15,GMC Acadia SUV 2012,121
03376.jpg,14,39,278,206,Cadillac,27,Cadillac CTS-V Sedan 2012,51
03377.jpg,18,102,630,433,Chevrolet,7,Chevrolet Express Van 2007,71
03378.jpg,7,50,256,145,Ford,4,Ford Expedition EL SUV 2009,109
03379.jpg,67,227,1005,746,Aston,29,Aston Martin V8 Vantage Convertible 2012,8
03380.jpg,20,17,251,179,Ford,4,Ford Freestar Minivan 2007,108
03381.jpg,78,111,589,392,Land,19,Land Rover LR2 SUV 2012,155
03382.jpg,297,346,995,584,Volkswagen,12,Volkswagen Beetle Hatchback 2012,192
03383.jpg,15,44,245,184,Audi,0,Audi TT Hatchback 2011,19
03384.jpg,17,93,233,231,Dodge,2,Dodge Caravan Minivan 1997,85
03385.jpg,3,2,495,228,Toyota,9,Toyota Sequoia SUV 2012,186
03386.jpg,25,10,584,404,Ferrari,20,Ferrari FF Coupe 2012,101
03387.jpg,29,55,233,142,Dodge,2,Dodge Magnum Wagon 2008,92
03388.jpg,70,85,955,681,Hyundai,3,Hyundai Genesis Sedan 2012,137
03389.jpg,17,11,240,160,Ford,4,Ford Expedition EL SUV 2009,109
03390.jpg,21,198,629,441,Aston,29,Aston Martin Virage Convertible 2012,10
03391.jpg,139,76,358,216,Dodge,2,Dodge Challenger SRT8 2011,93
03392.jpg,35,346,1237,736,Mercedes-Benz,31,Mercedes-Benz E-Class Sedan 2012,164
03393.jpg,125,645,1845,1421,AM,36,AM General Hummer SUV 2000,1
03394.jpg,20,321,1003,621,Mercedes-Benz,31,Mercedes-Benz E-Class Sedan 2012,164
03395.jpg,279,258,1390,886,Dodge,2,Dodge Challenger SRT8 2011,93
03396.jpg,53,130,471,304,Mercedes-Benz,31,Mercedes-Benz S-Class Sedan 2012,165
03397.jpg,24,110,618,369,Dodge,2,Dodge Charger Sedan 2012,96
03398.jpg,102,117,524,328,Ferrari,20,Ferrari 458 Italia Convertible 2012,103
03399.jpg,140,61,482,283,BMW,14,BMW M5 Sedan 2010,35
03400.jpg,71,111,558,356,Hyundai,3,Hyundai Sonata Hybrid Sedan 2012,134
03401.jpg,39,112,753,462,Chevrolet,7,Chevrolet Tahoe Hybrid SUV 2012,62
03402.jpg,7,48,294,179,BMW,14,BMW 3 Series Sedan 2012,29
03403.jpg,82,53,438,306,Hyundai,3,Hyundai Genesis Sedan 2012,137
03404.jpg,19,116,517,316,Bentley,25,Bentley Mulsanne Sedan 2011,41
03405.jpg,104,1,533,476,Mercedes-Benz,31,Mercedes-Benz Sprinter Van 2012,166
03406.jpg,39,24,577,316,Spyker,18,Spyker C8 Coupe 2009,180
03407.jpg,8,28,263,142,Honda,30,Honda Accord Coupe 2012,128
03408.jpg,101,149,436,285,Chevrolet,7,Chevrolet Corvette ZR1 2012,56
03409.jpg,90,408,1510,866,Jaguar,32,Jaguar XK XKR 2012,144
03410.jpg,127,59,449,284,Hyundai,3,Hyundai Sonata Sedan 2012,138
03411.jpg,36,62,246,132,Chevrolet,7,Chevrolet Malibu Hybrid Sedan 2010,67
03412.jpg,37,53,982,725,Audi,0,Audi S6 Sedan 2011,20
03413.jpg,123,373,1196,827,Bentley,25,Bentley Continental GT Coupe 2012,42
03414.jpg,15,18,204,120,Lamborghini,41,Lamborghini Aventador Coupe 2012,151
03415.jpg,7,82,648,417,Dodge,2,Dodge Caliber Wagon 2007,84
03416.jpg,71,90,433,290,Rolls-Royce,23,Rolls-Royce Ghost Sedan 2012,176
03417.jpg,45,62,247,190,Acura,1,Acura TSX Sedan 2012,5
03418.jpg,19,109,585,409,Audi,0,Audi A5 Coupe 2012,13
03419.jpg,25,19,324,183,Spyker,18,Spyker C8 Coupe 2009,180
03420.jpg,12,5,282,161,Dodge,2,Dodge Dakota Crew Cab 2010,90
03421.jpg,48,72,590,378,Bugatti,38,Bugatti Veyron 16.4 Convertible 2009,45
03422.jpg,207,177,581,343,Audi,0,Audi TT RS Coupe 2012,25
03423.jpg,17,533,637,905,Nissan,16,Nissan Juke Hatchback 2012,170
03424.jpg,6,98,691,450,Volvo,10,Volvo 240 Sedan 1993,194
03425.jpg,36,93,521,319,Bentley,25,Bentley Continental GT Coupe 2007,43
03426.jpg,16,62,384,257,Chevrolet,7,Chevrolet TrailBlazer SS 2009,68
03427.jpg,44,89,278,201,Audi,0,Audi S5 Coupe 2012,22
03428.jpg,25,79,492,369,Ford,4,Ford F-150 Regular Cab 2007,114
03429.jpg,7,66,475,321,Audi,0,Audi V8 Sedan 1994,16
03430.jpg,28,181,1585,961,Volkswagen,12,Volkswagen Golf Hatchback 1991,191
03431.jpg,5,18,111,73,Geo,5,Geo Metro Convertible 1993,123
03432.jpg,180,117,500,362,Dodge,2,Dodge Caliber Wagon 2012,83
03433.jpg,52,242,632,520,Bentley,25,Bentley Continental GT Coupe 2007,43
03434.jpg,14,79,410,289,Honda,30,Honda Accord Coupe 2012,128
